,Name,About,Category
117,estonia,europe green grey european union green legend estonia estonian eesti e ti listen officially republic estonia estonian eesti vabariik country eastern coast baltic sea northern europe bordered north gulf finland across finland west baltic sea across sweden south latvia km east lake peipus russia km territory estonia consists mainland islands baltic sea covering total area km sq mi water km sq mi land area km sq mi influenced humid continental climate tallinn capital estonia tartu largest cities urban areas country notable cities include narva p rnu kohtla j rve viljandi official language country estonian second spoken finnic language territory estonia inhabited since least bc ancient estonians became last european pagans adopt christianity following livonian crusade th century centuries successive rule germans danes swedes poles russians distinct estonian national identity began emerge th early th centuries culminated independence russia brief war independence end world war initially democratic prior great depression estonia experienced authoritarian rule era silence world war ii estonia repeatedly contested occupied soviet union germany ultimately incorporated former loss de facto independence estonia de jure state continuity preserved diplomatic representatives government exile peaceful singing revolution began soviet rule resulting restoration de facto independence august sovereign state estonia democratic unitary parliamentary republic divided fifteen counties population million estonia one least populous members european union eurozone oecd schengen area nato united nations security council estonia developed country advanced high income economy among fastest growing eu since entry country ranks high human development index compares well measures economic freedom civil liberties education press freedom estonian citizens receive universal health care free education longest paid maternity leave oecd one world digitally advanced societies estonia became first state hold elections internet first state provide e residency,country
118,belarus,coordinates n e europe dark grey legend belarus b l ru belarusian b la rus russian b l rus officially republic belarus belarusian russian formerly known byelorussia belorussia russian landlocked country eastern europe bordered russia northeast ukraine south poland west lithuania latvia northwest capital populous city minsk square kilometres sq mi forested major economic sectors service industries manufacturing th century different states various times controlled lands modern day belarus including kievan rus principality polotsk th th centuries grand duchy lithuania polish lithuanian commonwealth russian empire aftermath russian revolution different states arose competing legitimacy amidst civil war ultimately ending rise byelorussian soviet socialist republic byelorussian ssr became founding constituent republic soviet union belarus lost almost half territory poland polish soviet war much borders belarus took modern shape lands second polish republic reintegrated soviet invasion poland finalized world war ii wwii military operations devastated belarus lost quarter population half economic resources republic redeveloped post war years byelorussian ssr became founding member united nations along soviet union ukrainian ssr parliament republic proclaimed sovereignty belarus july dissolution soviet union belarus declared independence august belarus russia signed treaty greater cooperation forming union state alexander lukashenko served country first president since belarus labeled europe last dictatorship western journalists account country poor human rights record lukashenko self described authoritarian style government lukashenko continued number soviet era policies state ownership large sections economy elections lukashenko rule widely criticized unfair political opposition violently suppressed belarus also country europe officially using death penalty,country
119,moldova,moldova l v listen sometimes uk ld v officially republic moldova romanian republica moldova landlocked country eastern europe bordered romania west ukraine north east south capital city chi u moldovan territory part principality moldavia th century ceded russian empire ottoman empire moldavia vassal state became known bessarabia southern bessarabia returned moldavia three years later united wallachia form romania russian rule restored whole region russian revolution bessarabia briefly became autonomous state within russian republic known moldavian democratic republic february moldavian democratic republic declared independence integrated romania later year following vote assembly decision disputed soviet russia established within ukrainian ssr moldavian autonomous republic massr partially moldovan inhabited territories east bessarabia consequence molotov ribbentrop pact romania compelled cede bessarabia northern bukovina soviet union leading creation moldavian soviet socialist republic moldavian ssr included greater part bessarabia westernmost strip former massr east dniester river august dissolution soviet union underway moldavian ssr declared independence took name moldova constitution moldova adopted strip moldovan territory east bank dniester de facto control breakaway government transnistria since due decrease industrial agricultural output following dissolution soviet union service sector grown dominate moldova economy nation gdp poorest country europe gdp per capita lowest human development index continent moldova parliamentary republic president head state prime minister head government member state united nations council europe world trade organization wto organization security cooperation europe osce guam organization democracy economic development commonwealth independent states cis organization black sea economic cooperation bsec,country
120,uzbekistan,uzbekistan uk z b k st n z st n us z b k st n st n uzbek zbekiston pronounced ozbeki st n officially republic uzbekistan uzbek zbekiston respublikasi country central asia surrounded five landlocked countries kazakhstan north kyrgyzstan northeast tajikistan southeast afghanistan south turkmenistan south west along liechtenstein one two doubly landlocked countries sovereign state uzbekistan secular unitary constitutional republic comprises provinces vilayats one autonomous republic karakalpakstan capital largest city uzbekistan tashkent uzbekistan ancient times part iranian speaking region transoxiana turan first recorded settlers eastern iranian nomads known scythians founded kingdoms khwarazm th th centuries bc bactria th th centuries bce sogdia th th centuries bce fergana rd century bce th century ce margiana rd century bce th century ce area incorporated iranian achaemenid empire period macedonian greek rule ruled iranian parthian empire later sasanian empire muslim conquest persia seventh century muslim conquest th century converted majority population including local ruling classes adherents islam period cities samarkand khiva bukhara began grow rich silk road witnessed emergence leading figures islamic golden age including muhammad al bukhari al tirmidhi ismail samani al biruni avicenna local khwarazmian dynasty central asia whole decimated mongol invasion th century mongol conquests area became increasingly dominated turkic peoples city shahrisabz birthplace turco mongol conqueror timur tamerlane th century established timurid empire proclaimed supreme emir turan capital samarkand became world centre science rule ulugh beg giving birth timurid renaissance territories timurid dynasty conquered uzbek shaybanids th century moving centre power samarkand bukhara region split three states khanate khiva khanate kokand emirate bukhara conquests emperor babur towards east led foundation india proto industrialised mughal empire gradually incorporated russian empire th century tashkent becoming political center russian turkestan national delimitation constituent republic soviet union known uzbek soviet socialist republic created following dissolution soviet union declared independence republic uzbekistan august uzbekistan diverse cultural heritage due storied history strategic location constitutional official language uzbek turkic language written modified latin alphabet spoken natively approximately population russian widespread use inter ethnic communication language language governance uzbeks constitute population followed russians tajiks kazakhs others muslims constitute population population follow russian orthodox christianity population follow religions non religious majority uzbeks non denominational muslims uzbekistan member cis osce un sco officially democratic republic non governmental human rights organisations defined uzbekistan authoritarian state limited civil rights following death islam karimov second president shavkat mirziyoyev started new course described quiet revolution revolution stated intended abolish cotton slavery systematic use child labour exit visas introduce tax reform create four new free economic zones amnestied political prisoners relations neighbouring countries kyrgyzstan tajikistan afghanistan drastically improved however amnesty international report human rights country described continued repressive measures including forced labour cotton harvesting restrictions movement freed prisoners,country
121,israel,coordinates n e israel zri l zre l hebrew arabic formally known state israel hebrew medinat yisra el country western asia located southeastern shore mediterranean sea northern shore red sea land borders lebanon north syria northeast jordan east palestinian territories west bank gaza strip east west respectively egypt southwest country contains geographically diverse features within relatively small area israel economic technological center tel aviv seat government proclaimed capital jerusalem although recognition state sovereignty jerusalem limited fn israel evidence earliest migration hominids africa canaanite tribes archaeologically attested since middle bronze age kingdoms israel judah emerged iron age neo assyrian empire destroyed israel around bce judah later conquered babylonian persian hellenistic empires existed jewish autonomous provinces successful maccabean revolt led independent hasmonean kingdom bce bce however became client state roman republic subsequently installed herodian dynasty bce ce created roman province judea judea lasted roman province failed jewish revolts resulted widespread destruction expulsion jewish population renaming region iudaea syria palaestina jewish presence region persisted certain extent centuries th century ce levant taken byzantine empire arabs remained muslim control first crusade followed ayyubid conquest mamluk sultanate egypt extended control levant th century defeat ottoman empire th century national awakening among jews led establishment zionist movement diaspora followed waves immigration ottoman syria later mandatory palestine united nations un adopted partition plan palestine recommending creation independent arab jewish states internationalized jerusalem plan accepted jewish agency rejected arab leaders following year jewish agency declared independence state israel subsequent arab israeli war saw israel establishment former mandate territory west bank gaza held neighboring arab states israel since fought several wars arab countries since six day war june held occupied territories including west bank golan heights gaza strip still considered occupied disengagement although legal experts dispute claim fn subsequent legislative acts resulted full enforcement israeli law within golan heights east jerusalem well partial enforcement west bank via pipelining israeli settlements israel occupation palestinian territories internationally considered world longest military occupation modern times fn efforts resolve israeli palestinian conflict resulted final peace agreement israel signed peace treaties egypt jordan basic laws israel defines jewish democratic state nation state jewish people country liberal democracy one two middle east north africa region tunisia parliamentary system proportional representation universal suffrage prime minister head government knesset legislature population around million israel developed country oecd member world st largest economy nominal gdp developed country currently conflict highest standard living middle east ranks among world top countries percentage citizens military training percentage citizens holding tertiary education degree research development spending gdp percentage women safety life expectancy innovativeness happiness,country
122,rice,rice seed grass species oryza glaberrima african rice oryza sativa asian rice cereal grain widely consumed staple food large part world human population especially asia africa agricultural commodity third highest worldwide production rice million tonnes sugarcane billion tonnes maize billion tonnes since sizable portions sugarcane maize crops used purposes human consumption rice important grain regard human nutrition caloric intake providing one fifth calories consumed worldwide humans many varieties rice culinary preferences tend vary regionally rice monocot normally grown annual plant although tropical areas survive perennial produce ratoon crop years rice cultivation well suited countries regions low labor costs high rainfall labor intensive cultivate requires ample water however rice grown practically anywhere even steep hill mountain area use water controlling terrace systems although parent species native asia certain parts africa centuries trade exportation made commonplace many cultures worldwide traditional method cultivating rice flooding fields setting young seedlings simple method requires sound planning servicing water damming channeling reduces growth less robust weed pest plants submerged growth state deters vermin flooding mandatory cultivation rice methods irrigation require higher effort weed pest control growth periods different approach fertilizing soil,food
123,maize,maize z mayz zea mays subsp mays spanish z taino mahiz also known corn american english cereal grain first domesticated indigenous peoples southern mexico years ago leafy stalk plant produces pollen inflorescences separate ovuliferous inflorescences called ears yield kernels seeds fruits maize become staple food many parts world total production maize surpassing wheat rice addition consumed directly humans often form masa maize also used corn ethanol animal feed maize products corn starch corn syrup six major types maize dent corn flint corn pod corn popcorn flour corn sweet corn sugar rich varieties called sweet corn usually grown human consumption kernels field corn varieties used animal feed various corn based human food uses including grinding cornmeal masa pressing corn oil fermentation distillation alcoholic beverages like bourbon whiskey chemical feedstocks maize also used making ethanol biofuels maize widely cultivated throughout world greater weight maize produced year grain total world production billion tonnes maize widely grown grain crop throughout americas million metric tons grown united states alone genetically modified maize made maize planted united states historians believe maize domesticated tehuac n valley mexico recent research early st century modified view somewhat scholars indicate adjacent balsas river valley south central mexico center domestication,food
124,wheat,references serial itis wheat grass widely cultivated seed cereal grain worldwide staple food many species wheat together make genus triticum widely grown common wheat aestivum archaeological record suggests wheat first cultivated regions fertile crescent around bce botanically wheat kernel type fruit called caryopsis wheat grown land area food crop million hectares world trade wheat greater crops combined world production wheat million tonnes forecast production million tonnes making second produced cereal maize since world production wheat grain crops tripled expected grow middle st century global demand wheat increasing due unique viscoelastic adhesive properties gluten proteins facilitate production processed foods whose consumption increasing result worldwide industrialization process westernization diet wheat important source carbohydrates globally leading source vegetable protein human food protein content relatively high compared major cereals relatively low protein quality supplying essential amino acids eaten whole grain wheat source multiple nutrients dietary fiber small part general population gluten major part wheat protein trigger coeliac disease noncoeliac gluten sensitivity gluten ataxia dermatitis herpetiformis,food
125,banana,banana elongated edible fruit botanically berry produced several kinds large herbaceous flowering plants genus musa countries bananas used cooking may called plantains distinguishing dessert bananas fruit variable size color firmness usually elongated curved soft flesh rich starch covered rind may green yellow red purple brown ripe fruits grow clusters hanging top plant almost modern edible seedless parthenocarp bananas come two wild species musa acuminata musa balbisiana scientific names cultivated bananas musa acuminata musa balbisiana musa paradisiaca hybrid musa acuminata balbisiana depending genomic constitution old scientific name hybrid musa sapientum longer used musa species native tropical indomalaya australia likely first domesticated papua new guinea grown countries primarily fruit lesser extent make fiber banana wine banana beer ornamental plants world largest producers bananas india china together accounted approximately total production worldwide sharp distinction bananas plantains especially americas europe banana usually refers soft sweet dessert bananas particularly cavendish group main exports banana growing countries contrast musa cultivars firmer starchier fruit called plantains regions southeast asia many kinds banana grown eaten binary distinction useful made local languages term banana also used common name plants produce fruit extend members genus musa scarlet banana musa coccinea pink banana musa velutina fe bananas also refer members genus ensete snow banana ensete glaucum economically important false banana ensete ventricosum genera banana family musaceae,food
126,milk,milk nutrient rich liquid food produced mammary glands mammals primary source nutrition infant mammals including humans breastfed able digest types food early lactation milk contains colostrum carries mother antibodies young reduce risk many diseases contains many nutrients including protein lactose interspecies consumption milk uncommon particularly among humans many consume milk mammals agricultural product dairy milk extracted farm animals dairy farms produced million tonnes milk million dairy cows india world largest producer milk leading exporter skimmed milk powder yet exports milk products ever increasing rise domestic demand dairy products large demand supply gap could lead india net importer dairy products future new zealand germany netherlands largest exporters milk products china russia world largest importers milk milk products countries became self sufficient contributing worldwide glut milk throughout world six billion people consume milk milk products million people live dairy farming households term milk comes old english meoluc west saxon milc anglian proto germanic meluks milk source also old norse mjolk old frisian melok old saxon miluk dutch melk old high german miluh german milch gothic miluks,food
127,potato,potato root vegetable native americas starchy tuber plant solanum tuberosum plant perennial nightshade family solanaceae wild potato species originating modern day peru found throughout americas united states southern chile potato originally believed domesticated indigenous peoples americas independently multiple locations later genetic testing wide variety cultivars wild species traced single origin potatoes area present day southern peru extreme northwestern bolivia species solanum brevicaule complex potatoes domesticated approximately years ago andes region south america species indigenous close relatives potato cultivated potatoes introduced europe americas second half th century spanish today staple food many parts world integral part much world food supply potatoes world fourth largest food crop maize corn wheat rice following millennia selective breeding different types potatoes presently cultivated potatoes worldwide descended varieties originated lowlands south central chile,food
128,tomato,lycopersicon lycopersicum l h karst lycopersicon esculentum mill tomato edible often red berry plant solanum lycopersicum commonly known tomato plant species originated western south america central america nahuatl language used aztecs word tomatl gave rise spanish word tomate english word tomato derived domestication use cultivated food may originated indigenous peoples mexico aztecs used tomatoes cooking time spanish conquest aztec empire spanish encountered tomato first time contact aztecs brought plant europe tomato introduced parts european colonized world th century tomatoes significant source umami flavor tomato consumed diverse ways raw cooked many dishes sauces salads drinks tomatoes fruits botanically classified berries commonly used vegetable ingredient side dish numerous varieties tomato plant widely grown temperate climates across world greenhouses allowing production tomatoes throughout seasons year tomato plants typically grow meters ft height vines weak stem sprawls typically needs support indeterminate tomato plants perennials native habitat cultivated annuals determinate bush plants annuals stop growing certain height produce crop size tomato varies according cultivar range cm width,food
129,onion,onion allium cepa l latin cepa onion also known bulb onion common onion vegetable widely cultivated species genus allium close relatives include garlic scallion shallot leek chive chinese onion genus also contains several species variously referred onions cultivated food japanese bunching onion allium fistulosum tree onion proliferum canada onion allium canadense name wild onion applied number allium species cepa exclusively known cultivation ancestral wild original form known although escapes cultivation become established regions onion frequently biennial perennial plant usually treated annual harvested first growing season onion plant fan hollow bluish green leaves bulb base plant begins swell certain day length reached bulbs composed shortened compressed underground stems surrounded fleshy modified scale leaves envelop central bud tip stem autumn spring case overwintering onions foliage dies outer layers bulb become dry brittle crop harvested dried onions ready use storage crop prone attack number pests diseases particularly onion fly onion eelworm various fungi cause rotting varieties cepa shallots potato onions produce multiple bulbs onions cultivated used around world food item usually served cooked vegetable part prepared savoury dish also eaten raw used make pickles chutneys pungent chopped contain certain chemical substances irritate eyes onion plant allium cepa also known bulb onion common onion widely cultivated species genus allium first officially described carl linnaeus work species plantarum number synonyms appeared taxonomic history,food
130,garlic,garlic allium sativum species onion genus allium close relatives include onion shallot leek chive chinese onion native central asia northeastern iran long common seasoning worldwide history several thousand years human consumption use known ancient egyptians used food flavoring traditional medicine china produces world supply garlic word garlic derives old english garl ac meaning gar spear leek spear shaped leek allium sativum perennial flowering plant growing bulb tall erect flowering stem grows ft leaf blade flat linear solid approximately cm wide acute apex plant may produce pink purple flowers july september northern hemisphere bulb odoriferous contains outer layers thin sheathing leaves surrounding inner sheath encloses clove often bulb contains cloves asymmetric shape except closest center garlic planted proper time depth grown far north alaska produces hermaphrodite flowers pollinated bees butterflies moths insects identification wild progenitor common garlic difficult due sterility many cultivars limits ability cross test wild relatives genetically morphologically garlic similar wild species allium longicuspis grows central southwestern asia however allium longicuspis also mostly sterile doubtful ancestor allium sativum candidates suggested include allium tuncelianum allium macrochaetum allium truncatum native middle east allium sativum grows wild areas become naturalized wild garlic crow garlic field garlic britain members species allium ursinum allium vineale allium oleraceum respectively north america allium vineale known wild garlic crow garlic allium canadense known meadow garlic wild garlic wild onion common weeds fields called elephant garlic actually wild leek allium ampeloprasum true garlic single clove garlic also called pearl solo garlic originated yunnan province china,food
131,scallion,scallions also known green onions spring onions sibies vegetables derived various species genus allium scallions milder taste onions close relatives include garlic shallot leek chive chinese onions although bulbs many allium species used food defining characteristic spring onion species lack fully developed bulb allium species referred spring onions hollow tubular green leaves growing directly bulb leaves used vegetable eaten either raw cooked leaves often chopped dishes manner onions garlic words scallion shallot related traced back greek askolonion described greek writer theophrastus name turn seems originate name ancient canaan city ashkelon plant came farther east europe species cultivars may called scallions include scallions may cooked used raw part salads salsas asian recipes diced scallions used soup noodle seafood dishes sandwiches curries part stir fry many eastern sauces bottom half centimetre quarter inch root commonly removed use,food
132,shallot,close relatives include garlic leeks chives chinese onion shallots probably originated central southwest asia travelling india eastern mediterranean name shallot comes ashkelon ancient canaanite city people classical greek times believed shallots originated term shallot usually applied french red shallot allium cepa var aggregatum cepa aggregatum group also used persian shallot musir stipitatum zagros mountains iran iraq french gray shallot allium oschaninii also known griselle true shallot grows wild central southwest asia name shallot also used scallion new south wales australia among english speaking people quebec term french shallot refers plant referred page anglophone quebecers british english speakers stress second syllable shallot shall oh shall ot respectively australians new zealanders also say shall ot varieties english pronounce shall term eschalot derived french word chalote also used refer shallot like garlic shallots formed clusters offsets head composed multiple cloves skin colour shallots vary golden brown gray rose red white flesh usually tinged green magenta,food
133,broccoli,broccoli edible green plant cabbage family family brassicaceae genus brassica whose large flowering head stalk small associated leaves eaten vegetable word broccoli comes italian plural broccolo means flowering crest cabbage diminutive form brocco meaning small nail sprout broccoli classified italica cultivar group species brassica oleracea broccoli large flower heads usually dark green color arranged tree like structure branching thick stalk usually light green mass flower heads surrounded leaves broccoli resembles cauliflower different cultivar group brassica species china india combined produced world broccoli cauliflower crops broccoli resulted breeding cultivated brassica crops northern mediterranean starting sixth century bc broccoli origins primitive cultivars grown roman empire eaten raw cooked broccoli particularly rich source vitamin c vitamin k contents characteristic sulfur containing glucosinolate compounds isothiocyanates sulforaphane diminished boiling better preserved steaming microwaving stir frying rapini sometimes called broccoli raab among names forms similar smaller heads actually type turnip brassica rapa cultivar groups brassica oleracea include cabbage capitata group cauliflower romanesco broccoli botrytis group kale collard acephala group kohlrabi gongylodes group brussels sprouts gemmifera group kai lan alboglabra group broccolini tenderstem broccoli cross broccoli chinese broccoli,food
134,bean,bean seed one several genera flowering plant family fabaceae used vegetables human animal food cooked many different ways including boiling frying baking used several traditional dishes throughout world word bean germanic cognates e g german bohne existed common use west germanic languages since th century referring broad beans chickpeas pod borne seeds long new world genus phaseolus known europe columbian era contact europe americas use word extended pod borne seeds phaseolus common bean runner bean related genus vigna term long applied generally many seeds similar form old world soybeans peas vetches lupins even slighter resemblances coffee beans vanilla beans castor beans cocoa beans thus term bean general usage refer host different species seeds called beans often included among crops called pulses legumes although narrower prescribed sense pulses reserves word leguminous crops harvested dry grain citation needed clarification needed term bean usually excludes legumes tiny seeds used exclusively forage hay silage purposes clover alfalfa united nations food agriculture organization defines beans dry item code applicable species phaseolus however past several species including vigna angularis adzuki bean v mungo black gram v radiata green gram v aconitifolia moth bean classified phaseolus later reclassified general usage governed definition failed verification failed verification unlike closely related pea beans summer crop needs warm temperatures grow legumes capable nitrogen fixation hence need less fertiliser plants maturity typically days planting harvest bean pods mature turn yellow dry beans inside change green mature colour clarification needed vine bean plants need external support may take form special bean cages poles native americans customarily grew along corn squash called three sisters tall cornstalks acting support beans recent times called bush bean developed require support pods develop simultaneously opposed pole beans develop gradually makes bush bean practical commercial production,food
135,quinoa,quinoa chenopodium quinoa ki nw k quechua kinwa kinuwa flowering plant amaranth family herbaceous annual plant grown crop primarily edible seeds seeds rich protein dietary fiber b vitamins dietary minerals amounts greater many grains quinoa grass rather pseudocereal botanically related spinach amaranth amaranthus spp originated andean region northwestern south america first used feed livestock thousand years ago human consumption thousand years ago lake titicaca basin peru bolivia today almost production andean region done small farms associations cultivation spread countries including kenya india united states several european countries result increased popularity consumption north america europe australasia quinoa crop prices tripled chenopodium quinoa dicotyledonous annual plant usually ft high broad generally powdery hairy lobed leaves normally arranged alternately woody central stem branched unbranched depending variety may green red purple flowering panicles arise top plant leaf axils along stem panicle central axis secondary axis emerges either flowers amaranthiform bearing tertiary axis carrying flowers glomeruliform small incomplete sessile flowers colour sepals pistillate perfect forms occur pistillate flowers generally located proximal end glomeruli perfect ones distal end perfect flower five sepals five anthers superior ovary two three stigmatic branches emerge green hypogynous flowers simple perianth generally self fertilizing though cross pollination occurs furthermore natural environment betalains serve attract animals generate greater rate pollination ensure improve seed dissemination fruits seeds mm diameter various colors white red black depending cultivar regards newly developed salinity resistance c quinoa studies concluded accumulation organic osmolytes plays dual role species provide osmotic adjustment addition protection oxidative stress photosynthetic structures developing leaves studies also suggested reduction stomatal density reaction salinity levels represents essential instrument defence optimize water use efficiency given conditions may exposed,food
136,carrot,carrot daucus carota subsp sativus root vegetable usually orange color though purple black red white yellow cultivars exist domesticated form wild carrot daucus carota native europe southwestern asia plant probably originated persia originally cultivated leaves seeds commonly eaten part plant taproot although stems leaves also eaten domestic carrot selectively bred greatly enlarged palatable less woody textured taproot carrot biennial plant umbellifer family apiaceae first grows rosette leaves building enlarged taproot fast growing cultivars mature within three months days sowing seed slower maturing cultivars need month longer days roots contain high quantities alpha beta carotene good source vitamin k vitamin b belief eating carrots improves night vision myth put forward british world war ii mislead enemy military capabilities united nations food agriculture organization fao reports world production carrots turnips plants combined fao million tonnes world total grown china carrots widely used many cuisines especially preparation salads carrot salads tradition many regional cuisines word first recorded english circa borrowed middle french carotte late latin car ta greek kar n originally indo european root ker horn due horn like shape old english carrots typically white time clearly distinguished parsnips two collectively called moru proto indo european mork edible root cf german hre russian morkov various languages still use word carrot root e g dutch wortel,food
137,peanut,peanut also known groundnut goober us pindar us monkey nut uk taxonomically classified arachis hypogaea legume crop grown mainly edible seeds widely grown tropics subtropics important small large commercial producers classified grain legume due high oil content oil crop world annual production shelled peanuts million tonnes led china world total atypically among legume crop plants peanut pods develop underground geocarpy rather ground characteristic mind botanist carl linnaeus named species hypogaea means earth legume peanut belongs botanical family fabaceae also known leguminosae commonly known bean pea family like legumes peanuts harbor symbiotic nitrogen fixing bacteria root nodules capacity fix nitrogen means peanuts require less nitrogen containing fertilizer also improve soil fertility making valuable crop rotations peanuts similar taste nutritional profile tree nuts walnuts almonds culinary nut often served similar ways western cuisines botanical definition nut fruit whose ovary wall becomes hard maturity using criterion peanut nut however peanuts usually categorized nuts culinary purposes common english generally arachis genus endemic south america cultivated peanuts hypogaea arose hybrid two wild species peanut thought duranensis ipaensis initial hybrid would sterile spontaneous chromosome doubling restored fertility forming termed amphidiploid allotetraploid genetic analysis suggests hybridization may occurred gave rise monticola wild form peanut occurs limited locations northwestern argentina southeastern bolivia peanut landraces wild like features grown today artificial selection hypogaea process domestication artificial selection made hypogaea dramatically different wild relatives domesticated plants bushier compact different pod structure larger seeds primary center origin cultivation spread formed secondary tertiary centers diversity peru ecuador brazil paraguay uruguay time thousands peanut landraces evolved classified six botanical varieties two subspecies listed peanut scientific classification table subspecies h fastigiata types upright growth habit shorter crop cycles subspecies h hypogaea types spread ground longer crop cycles,food
138,beetroot,besides used food beets uses food colouring medicinal plant many beet products made beta vulgaris varieties particularly sugar beet beta ancient latin name beets possibly celtic origin becoming bete old english around root derives late old english r old norse r beets domesticated ancient middle east primarily greens grown ancient egyptians greeks romans roman era thought cultivated roots well middle ages beetroot used treatment variety conditions especially illnesses relating digestion blood bartolomeo platina recommended taking beetroot garlic nullify effects garlic breath middle th century wine often coloured beetroot juice list several commonly available cultivars beets generally days needed germination harvest root cultivars harvested earlier use greens unless otherwise noted root colours shades red dark red different degrees zoning noticeable slices,food
139,lettuce,lettuce lactuca sativa annual plant daisy family asteraceae often grown leaf vegetable sometimes stem seeds lettuce often used salads although also seen kinds food soups sandwiches wraps also grilled one variety woju asparagus lettuce celtuce grown stems eaten either raw cooked addition main use leafy green also gathered religious medicinal significance centuries human consumption europe north america originally dominated market lettuce late th century consumption lettuce spread throughout world world production lettuce chicory million tonnes came china lettuce originally farmed ancient egyptians transformed plant whose seeds used create oil important food crop raised succulent leaves oil rich seeds lettuce spread greeks romans latter gave name lactuca english lettuce derived ad many types described lettuce appeared often medieval writings including several herbals th th centuries saw development many varieties europe mid th century cultivars described still found gardens generally grown hardy annual lettuce easily cultivated although requires relatively low temperatures prevent flowering quickly plagued numerous nutrient deficiencies well insect mammal pests fungal bacterial diseases l sativa crosses easily within species species within genus lactuca although trait problem home gardeners attempt save seeds biologists used broaden gene pool cultivated lettuce varieties lettuce rich source vitamin k vitamin moderate source folate iron contaminated lettuce often source bacterial viral parasitic outbreaks humans including e coli salmonella lactuca sativa member lactuca lettuce genus asteraceae sunflower aster family species first described carl linnaeus second volume species plantarum synonyms l sativa include lactuca scariola var sativa l scariola var integrata l scariola var integrifolia l scariola synonym l serriola common wild prickly lettuce l sativa also many identified taxonomic groups subspecies varieties delineate various cultivar groups domesticated lettuce lettuce closely related several lactuca species southwest asia closest relationship l serriola aggressive weed common temperate subtropical zones much world,food
140,pea,pea commonly small spherical seed seed pod pod fruit pisum sativum pod contains several peas green yellow botanically pea pods fruit since contain seeds develop ovary pea flower name also used describe edible seeds fabaceae pigeon pea cajanus cajan cowpea vigna unguiculata seeds several species lathyrus p sativum annual plant life cycle one year cool season crop grown many parts world planting take place winter early summer depending location average pea weighs gram immature peas snow peas tender pod well used vegetable fresh frozen canned varieties species typically called field peas grown produce dry peas like split pea shelled matured pod basis pease porridge pea soup staples medieval cuisine europe consuming fresh immature green peas innovation early modern cuisine wild pea restricted mediterranean basin near east earliest archaeological finds peas date late neolithic era current greece syria turkey jordan egypt early finds date c bc nile delta area c bc upper egypt pea also present georgia th millennium bc farther east finds younger peas present afghanistan c bc harappan civilization around modern day pakistan western northwestern india bc second half nd millennium bc legume crop appears ganges basin southern india pea commonly green occasionally golden yellow infrequently purple pod shaped vegetable widely grown cool season vegetable crop seeds may planted soon soil temperature reaches c f plants growing best temperatures c f thrive summer heat warmer temperate lowland tropical climates grow well cooler high altitude tropical areas many cultivars reach maturity days planting peas low growing vining cultivars vining cultivars grow thin tendrils leaves coil around available support climb high traditional approach supporting climbing peas thrust branches pruned trees woody plants upright soil providing lattice peas climb branches used fashion sometimes called pea brush metal fences twine netting supported frame used purpose dense plantings peas give measure mutual support pea plants self pollinate,food
141,eggplant,solanum ovigerum dunal solanum trongum poir see text eggplant us australia new zealand anglophone canada aubergine uk ireland quebec brinjal south asia south africa plant species nightshade family solanaceae solanum melongena grown worldwide edible fruit commonly purple spongy absorbent fruit used several cuisines typically used vegetable cooking berry botanical definition member genus solanum related tomato potato like tomato skin seeds eaten like potato usually eaten cooked eggplant nutritionally low macronutrient micronutrient content capability fruit absorb oils flavors flesh cooking expands use culinary arts originally domesticated wild nightshade species thorn bitter apple incanum probably two independent domestications one south asia one east asia china india combined accounted world production eggplants,food
142,cucumber,cucumber cucumis sativus widely cultivated creeping vine plant cucurbitaceae gourd family bears cucumiform fruits used vegetables three main varieties cucumber slicing pickling burpless seedless within several cultivars created cucumber originates south asia grows continents many different types cucumber traded global market north america term wild cucumber refers plants genera echinocystis marah though two closely related cucumber creeping vine roots ground grows trellises supporting frames wrapping around supports thin spiraling tendrils plant may also root soilless medium whereby sprawl along ground lieu supporting structure vine large leaves form canopy fruits fruit typical cultivars cucumber roughly cylindrical elongated tapered ends may large centimeters long centimeters diameter cucumber fruits consist water see nutrition table botanical terms cucumber classified pepo type botanical berry hard outer rind internal divisions however much like tomatoes squashes often perceived prepared eaten vegetable tendril emerges cucumber vines facilitate climbing,food
143,spinach,spinach spinacia oleracea leafy green flowering plant native central western asia order caryophyllales family amaranthaceae subfamily chenopodioideae leaves common edible vegetable consumed either fresh storage using preservation techniques canning freezing dehydration may eaten cooked raw taste differs considerably high oxalate content may reduced steaming annual plant rarely biennial growing tall cm ft spinach may overwinter temperate regions leaves alternate simple ovate triangular variable size cm long cm broad larger leaves base plant small leaves higher flowering stem flowers inconspicuous yellow green mm diameter mature small hard dry lumpy fruit cluster mm across containing several seeds world production spinach million tonnes china alone accounting total english word spinach dates late th century espinache french pinard uncertain origin common spinach oleracea long considered family chenopodiaceae family merged amaranthaceae order caryophyllales within family amaranthaceae sensu lato spinach belongs subfamily chenopodioideae,food
